price,address,suburb,bedrooms,bathrooms,parking,property_type,link,price_numeric
Guide $720k,1305/8 Kingsborough Way,ZETLAND,1,1,0,Apartment / Unit / Flat,https://www.domain.com.au/1305-8-kingsborough-way-zetland-nsw-2019891774,720000.0
"Guide $1,050,000",2220/6 Kingsborough Way,ZETLAND,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/2220-6-kingsborough-way-zetland-nsw-2019891749,1050000.0
"Guide $1,000,000 to $1,050,000",418/18 Gadigal Avenue,WATERLOO,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/418-18-gadigal-avenue-waterloo-nsw-2019891720,1000000.0
Under offer,1308/15 Lachlan Street,WATERLOO,1,1,1,Apartment / Unit / Flat,https://www.domain.com.au/1308-15-lachlan-street-waterloo-nsw-2019870538,
"$2,800,000",224 Gardeners rd,ROSEBERY,4,2,3,Apartment / Unit / Flat,https://www.domain.com.au/224-gardeners-rd-rosebery-nsw-2019778343,2800000.0
Exceptional Home in Prime Location,221/1 Hutchinson Walk,ZETLAND,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/221-1-hutchinson-walk-zetland-nsw-2019822671,
New Listing Contact Agent,906/20 Gadigal Avenue,ZETLAND,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/906-20-gadigal-avenue-zetland-nsw-2019821232,
"$2,340,000",111-19 George Julius Avenue,ZETLAND,3,2,2,Apartment / Unit / Flat,https://www.domain.com.au/111-19-george-julius-avenue-zetland-nsw-2019817445,2340000.0
$750K,"22-28 Gardeners Road, KINGSFORD NSW 2032",KINGSFORD,1,1,1,New apartments / off the plan,https://www.domain.com.au/22-28-gardeners-road-kingsford-nsw-2032-2019811598,750000.0
"$656,000","A615/16 Gadigal Ave, WATERLOO NSW 2017",WATERLOO,1,1,0,Apartment / Unit / Flat,https://www.domain.com.au/a615-16-gadigal-ave-waterloo-nsw-2017-2019809587,656000.0
"$1,120,000","11105/8 Kingsborough way, ZETLAND NSW 2017",ZETLAND,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/11105-8-kingsborough-way-zetland-nsw-2017-2019778191,1120000.0
"$560,000 - $600,000","703/1 Link Road, ZETLAND NSW 2017",ZETLAND,1,1,0,Apartment / Unit / Flat,https://www.domain.com.au/703-1-link-road-zetland-nsw-2017-2019742820,560000.0
PRICE ON REQUEST,"Level 2/6 Paul st, ZETLAND NSW 2017",ZETLAND,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/level-2-6-paul-st-zetland-nsw-2017-2019641323,
"$680,000-$700,000","705/77 Epsom Road, ROSEBERY NSW 2018",ROSEBERY,1,1,1,Apartment / Unit / Flat,https://www.domain.com.au/705-77-epsom-road-rosebery-nsw-2018-2019620804,680000.0
For Sale | Contact Agent,"17, 19, 21 Sturt Street & 419 Anzac Parade, KINGSFORD NSW 2032",KINGSFORD,0,0,0,Vacant land,https://www.domain.com.au/17-19-21-sturt-street-419-anzac-parade-kingsford-nsw-2032-2019551924,
Just Listed,"18/8 Grandstand Parade, ZETLAND NSW 2017",ZETLAND,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/18-8-grandstand-parade-zetland-nsw-2019541861,
Under offer,"205/5 O'dea avenue, ZETLAND NSW 2017",ZETLAND,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/205-5-o-dea-avenue-zetland-nsw-2019513807,
For Sale: Contact Agent,"501/18 Paul Street, ZETLAND NSW 2017",ZETLAND,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/501-18-paul-street-zetland-nsw-2019488307,
"$1,100,000 to $1,200,000","1010/8 Kingsborough Way, ZETLAND NSW 2017",ZETLAND,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/1010-8-kingsborough-way-zetland-nsw-2019202586,1100000.0
"$695,000","702/19 Joynton Ave, ZETLAND NSW 2017",ZETLAND,1,1,1,Apartment / Unit / Flat,https://www.domain.com.au/702-19-joynton-ave-zetland-nsw-2019387793,695000.0
"850,000 - $890,000","1002/1 Link Road, ZETLAND NSW 2017",ZETLAND,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/1002-1-link-road-zetland-nsw-2019333017,850000.0
$1150000 to $1250000,"G30/20 George Julius Ave, ZETLAND NSW 2017",Zetland,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/g30-20-george-julius-ave-zetland-nsw-2017-2019221601,1150000.0
Contact Agent,ZETLAND NSW 2017,Zetland,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/zetland-nsw-2017-2018448208,
Offers Invited!,"Unit 506/18 O'Dea Avenue, WATERLOO NSW 2017",Waterloo,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/unit-506-18-o-dea-avenue-waterloo-nsw-2017-2019120369,
Contact Agent,"806/3 George Julius Avenue, ZETLAND NSW 2017",Zetland,1,1,0,Apartment / Unit / Flat,https://www.domain.com.au/806-3-george-julius-avenue-zetland-nsw-2017-2019107043,
Contact Agent,"711/97 Dalmeny Avenue, ROSEBERY NSW 2018",Rosebery,1,1,0,Apartment / Unit / Flat,https://www.domain.com.au/711-97-dalmeny-avenue-rosebery-nsw-2018-2019097894,
"$759,000 | North aspect | Tenanted Oct.2025","704/6-10 Rothschild Avenue, ROSEBERY NSW 2018",Rosebery,1,1,1,Apartment / Unit / Flat,https://www.domain.com.au/704-6-10-rothschild-avenue-rosebery-nsw-2018-2019045878,759000.0
"Contact Agent, City View","Level 12/303 Botany Road, ZETLAND NSW 2017",Zetland,3,2,1,Apartment / Unit / Flat,https://www.domain.com.au/level-12-303-botany-road-zetland-nsw-2017-2018991637,
Split Level 2B Plus Study With The Best Rental Yield,"1.03/5 Sam Sing St, WATERLOO NSW 2017",Waterloo,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/1-03-5-sam-sing-st-waterloo-nsw-2017-2018989062,2.0
Expressions of Interest,WATERLOO NSW 2017,Waterloo,11,9,2,Block of units,https://www.domain.com.au/waterloo-nsw-2017-2011902090,
"$855,000",ZETLAND NSW 2017,Zetland,1,1,0,Apartment / Unit / Flat,https://www.domain.com.au/zetland-nsw-2017-2018448317,855000.0
Contact Agent,ZETLAND NSW 2017,Zetland,3,2,2,New apartments / off the plan,https://www.domain.com.au/zetland-nsw-2017-2018448094,
Contact Agent,"401/6 Paul Street, ZETLAND NSW 2017",Zetland,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/401-6-paul-street-zetland-nsw-2017-2018706218,
Under offer,"1001/859 Bourke St, WATERLOO NSW 2017",Waterloo,1,1,0,Apartment / Unit / Flat,https://www.domain.com.au/1001-859-bourke-st-waterloo-nsw-2017-2018627241,
New home,ZETLAND NSW 2017,Zetland,2,2,1,New apartments / off the plan,https://www.domain.com.au/zetland-nsw-2017-2018592264,
"$2,700,000",ZETLAND NSW 2017,Zetland,3,2,0,Apartment / Unit / Flat,https://www.domain.com.au/zetland-nsw-2017-2018448074,2700000.0
"$855,000",ZETLAND NSW 2017,Zetland,1,1,0,Apartment / Unit / Flat,https://www.domain.com.au/zetland-nsw-2017-2018448296,855000.0
"$2,700,000",ZETLAND NSW 2017,Zetland,3,2,0,Apartment / Unit / Flat,https://www.domain.com.au/zetland-nsw-2017-2018448075,2700000.0
"$2,700,000",ZETLAND NSW 2017,Zetland,3,2,0,Apartment / Unit / Flat,https://www.domain.com.au/zetland-nsw-2017-2018442387,2700000.0
"$1,140,000",ZETLAND NSW 2017,Zetland,2,1,0,Apartment / Unit / Flat,https://www.domain.com.au/zetland-nsw-2017-2018448193,1140000.0
"$1,140,000",ZETLAND NSW 2017,Zetland,2,1,1,Apartment / Unit / Flat,https://www.domain.com.au/zetland-nsw-2017-2018448168,1140000.0
"$2,700,000",ZETLAND NSW 2017,Zetland,3,2,1,Apartment / Unit / Flat,https://www.domain.com.au/zetland-nsw-2017-2018472890,2700000.0
"$855,000",ZETLAND NSW 2017,Zetland,1,1,1,Apartment / Unit / Flat,https://www.domain.com.au/zetland-nsw-2017-2018448314,855000.0
"$855,000",ZETLAND NSW 2017,Zetland,1,1,1,Apartment / Unit / Flat,https://www.domain.com.au/zetland-nsw-2017-2018448305,855000.0
"$855,000",ZETLAND NSW 2017,Zetland,1,1,1,Apartment / Unit / Flat,https://www.domain.com.au/zetland-nsw-2017-2018448297,855000.0
$1.1 million to $1.15 million,"lv4/6 Paul Street, ZETLAND NSW 2017",Zetland,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/lv4-6-paul-street-zetland-nsw-2018283070,1100000.0
Contact Agent,"25 Geddes Avene, ZETLAND NSW 2017",Zetland,3,2,1,Apartment / Unit / Flat,https://www.domain.com.au/25-geddes-avene-zetland-nsw-2018280611,
Contact Agent,ROSEBERY NSW 2018,Rosebery,2,2,0,New apartments / off the plan,https://www.domain.com.au/rosebery-nsw-2018-2018119013,
"From $1,251,000",ZETLAND NSW 2017,Zetland,2,1,1,Apartment / Unit / Flat,https://www.domain.com.au/zetland-nsw-2017-2017887590,1251000000000.0
Price on Request,"3303/5 Gadigal Avenue, WATERLOO NSW 2017",Waterloo,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/3303-5-gadigal-avenue-waterloo-nsw-2017614706,
Under Offer,"205C/2 Sam Sing Street, WATERLOO NSW 2017",Waterloo,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/205c-2-sam-sing-street-waterloo-nsw-2017032131,
Contact Agent,"302/4 Banilung Street, ROSEBERY NSW 2018",Rosebery,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/302-4-banilung-street-rosebery-nsw-2018-2020014783,
"$699,000","2-22 Larool Crescent, CASTLE HILL, NSW 2154",CASTLE HILL,1,1,1,Apartment,https://www.domain.com.au/2-22-larool-crescent-castle-hill-nsw-2154-2019386184,699000.0
"$925,000 to $1,370,000","2-22 Larool Crescent, CASTLE HILL, NSW 2154",CASTLE HILL,2,2,1,Apartment,https://www.domain.com.au/2-22-larool-crescent-castle-hill-nsw-2154-2019386189,925000.0
"$1,325,000 to $1,500,000","2-22 Larool Crescent, CASTLE HILL, NSW 2154",CASTLE HILL,3,3,2,Apartment,https://www.domain.com.au/2-22-larool-crescent-castle-hill-nsw-2154-2019386198,1325000.0
"$2,400,000 to $2,550,000","2-22 Larool Crescent, CASTLE HILL, NSW 2154",CASTLE HILL,4,3,2,Apartment,https://www.domain.com.au/2-22-larool-crescent-castle-hill-nsw-2154-2019386214,2400000.0
Auction,"40 Old Castle Hill Road, CASTLE HILL, NSW 2154",CASTLE HILL,4,3,2,House,https://www.domain.com.au/40-old-castle-hill-road-castle-hill-nsw-2154-2020121546,
Just Listed,"21-22 Anthony Road, CASTLE HILL, NSW 2154",CASTLE HILL,6,3,2,House,https://www.domain.com.au/21-22-anthony-road-castle-hill-nsw-2154-2020119055,
Auction,"11 Harlech Court, CASTLE HILL, NSW 2154",CASTLE HILL,5,2,3,House,https://www.domain.com.au/11-harlech-court-castle-hill-nsw-2154-2020118928,
Auction,"8 Tristan Court, CASTLE HILL, NSW 2154",CASTLE HILL,4,3,2,House,https://www.domain.com.au/8-tristan-court-castle-hill-nsw-2154-2020118341,
Contact Agent,"101 Chepstow Drive, CASTLE HILL, NSW 2154",CASTLE HILL,5,3,3,House,https://www.domain.com.au/101-chepstow-drive-castle-hill-nsw-2154-2020115888,
"$2,000,000 - $2,050,000 Offers Invited","22 Capizzi Place, CASTLE HILL, NSW 2154",CASTLE HILL,4,2,2,House,https://www.domain.com.au/22-capizzi-place-castle-hill-nsw-2154-2020056499,2000000.0
"$2,550,000","98 Old Castle Hill Road, CASTLE HILL, NSW 2154",CASTLE HILL,4,3,2,House,https://www.domain.com.au/98-old-castle-hill-road-castle-hill-nsw-2154-2020055756,2550000.0
"$784,000 to $882,000","24-34 Fishburn Crescent, CASTLE HILL, NSW 2154",CASTLE HILL,1,1,1,Apartment,https://www.domain.com.au/24-34-fishburn-crescent-castle-hill-nsw-2154-2019622523,784000.0
"$882,000 to $1,247,000","24-34 Fishburn Crescent, CASTLE HILL, NSW 2154",CASTLE HILL,2,2,1,Apartment,https://www.domain.com.au/24-34-fishburn-crescent-castle-hill-nsw-2154-2019622531,882000.0
"$1,068,000 to $1,673,000","24-34 Fishburn Crescent, CASTLE HILL, NSW 2154",CASTLE HILL,2,2,1,Apartment,https://www.domain.com.au/24-34-fishburn-crescent-castle-hill-nsw-2154-2019622535,1068000.0
"$1,244,000 to $1,676,000","24-34 Fishburn Crescent, CASTLE HILL, NSW 2154",CASTLE HILL,3,2,2,Apartment,https://www.domain.com.au/24-34-fishburn-crescent-castle-hill-nsw-2154-2019622540,1244000.0
Auction - Contact Agent,"5 Zullo Court, CASTLE HILL NSW 2154",CASTLE HILL,5,2,2,House,https://www.domain.com.au/5-zullo-court-castle-hill-nsw-2154-2020103544,
Just Listed,"18 First Farm Drive, CASTLE HILL NSW 2154",CASTLE HILL,4,3,4,House,https://www.domain.com.au/18-first-farm-drive-castle-hill-nsw-2154-2020102509,
Just Listed,"26 Woodhill Street, CASTLE HILL NSW 2154",CASTLE HILL,4,2,3,House,https://www.domain.com.au/26-woodhill-street-castle-hill-nsw-2154-2020102321,
AUCTION,"16 George Mobbs Drive, CASTLE HILL NSW 2154",CASTLE HILL,4,2,5,House,https://www.domain.com.au/16-george-mobbs-drive-castle-hill-nsw-2154-2020101978,
Auction,"22 Longworth Crescent, CASTLE HILL NSW 2154",CASTLE HILL,3,2,2,House,https://www.domain.com.au/22-longworth-crescent-castle-hill-nsw-2154-2020097535,
Open Home Sat & Sun 11am,"22 Springthorpe Way, CASTLE HILL NSW 2154",CASTLE HILL,6,3,3,House,https://www.domain.com.au/22-springthorpe-way-castle-hill-nsw-2154-2020096503,11000000.0
Contact Agent,"5/20 Pennant St, CASTLE HILL NSW 2154",CASTLE HILL,2,1,2,Townhouse,https://www.domain.com.au/5-20-pennant-st-castle-hill-nsw-2154-2020074109,
For Sale | Offers Invited,"514/301 Old Northern Road, CASTLE HILL NSW 2154",CASTLE HILL,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/514-301-old-northern-road-castle-hill-nsw-2154-2020039458,
For Sale,"1 Rogans Rise, CASTLE HILL NSW 2154",CASTLE HILL,5,3,3,House,https://www.domain.com.au/1-rogans-rise-castle-hill-nsw-2154-2019984466,
For Sale,"28 Womurrung Avenue, CASTLE HILL NSW 2154",CASTLE HILL,5,5,4,House,https://www.domain.com.au/28-womurrung-avenue-castle-hill-nsw-2154-2019977007,
"Price Guide $2,100,000- to $2,250,000-","4 Melaleuca Close, CASTLE HILL NSW 2154",CASTLE HILL,4,2,2,House,https://www.domain.com.au/4-melaleuca-close-castle-hill-nsw-2154-2019975004,2100000.0
Just Listed,"18 Stewart Drive, CASTLE HILL NSW 2154",CASTLE HILL,4,4,3,House,https://www.domain.com.au/18-stewart-drive-castle-hill-nsw-2154-2019969920,
Contact Agent,"7 Niello Close, CASTLE HILL NSW 2154",CASTLE HILL,5,4,2,House,https://www.domain.com.au/7-niello-close-castle-hill-nsw-2154-2019861998,
"$1,170,000 - $1,220,000","19/8-14 Mercer Street, CASTLE HILL NSW 2154",CASTLE HILL,3,2,2,Apartment / Unit / Flat,https://www.domain.com.au/19-8-14-mercer-street-castle-hill-nsw-2154-2019366403,1170000.0
"Price Guide $780,000- to $830,000-","416/9 Gay Street, CASTLE HILL NSW 2154",CASTLE HILL,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/416-9-gay-street-castle-hill-nsw-2154-2018864991,780000.0
Auction,"37 Castle Street, CASTLE HILL NSW 2154",CASTLE HILL,3,2,2,House,https://www.domain.com.au/37-castle-street-castle-hill-nsw-2154-2020090524,
Auction,"12 Carina Place, CASTLE HILL NSW 2154",CASTLE HILL,5,3,2,House,https://www.domain.com.au/12-carina-place-castle-hill-nsw-2154-2020089590,
Auction,"43 Cecil Avenue, CASTLE HILL NSW 2154",CASTLE HILL,4,2,4,House,https://www.domain.com.au/43-cecil-avenue-castle-hill-nsw-2154-2020089359,
"$1,850,000 - $1,950,000","65B Ridgecrop Drive, CASTLE HILL NSW 2154",CASTLE HILL,3,2,2,Semi-detached,https://www.domain.com.au/65b-ridgecrop-drive-castle-hill-nsw-2154-2020082539,1850000.0
Contact Agent,"19 Anthony Road, CASTLE HILL NSW 2154",CASTLE HILL,4,2,1,House,https://www.domain.com.au/19-anthony-road-castle-hill-nsw-2154-2020079699,
For Sale,"3 Kingussie Avenue, CASTLE HILL NSW 2154",CASTLE HILL,5,3,4,House,https://www.domain.com.au/3-kingussie-avenue-castle-hill-nsw-2154-2020055713,
"$860,000 - $880,000","LG4/9 Gay Street, CASTLE HILL NSW 2154",CASTLE HILL,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/lg4-9-gay-street-castle-hill-nsw-2154-2020053163,860000.0
"$1,050,000 - $1,100,000","13/4-10 Orange Grove, CASTLE HILL NSW 2154",CASTLE HILL,3,2,2,Apartment / Unit / Flat,https://www.domain.com.au/13-4-10-orange-grove-castle-hill-nsw-2154-2019994260,1050000.0
"$760,000 - $800,000","3/19-21 Showground Road, CASTLE HILL NSW 2154",CASTLE HILL,2,1,1,Apartment / Unit / Flat,https://www.domain.com.au/3-19-21-showground-road-castle-hill-nsw-2154-2019932376,760000.0
For Sale - Contact Agent,"Level G02/18 Garthowen Crescent, CASTLE HILL NSW 2154",CASTLE HILL,2,1,2,New apartments / off the plan,https://www.domain.com.au/level-g02-18-garthowen-crescent-castle-hill-nsw-2154-2019906527,
For Sale,"12 Lisa Crescent, CASTLE HILL NSW 2154",CASTLE HILL,4,2,2,House,https://www.domain.com.au/12-lisa-crescent-castle-hill-nsw-2154-2019905654,
Contact agent,"71 Parsonage Road, CASTLE HILL NSW 2154",CASTLE HILL,6,4,3,House,https://www.domain.com.au/71-parsonage-road-castle-hill-nsw-2154-2019843566,
Contact Agent,"111/5 Fishburn Cres, CASTLE HILL NSW 2154",CASTLE HILL,2,3,2,Apartment / Unit / Flat,https://www.domain.com.au/111-5-fishburn-cres-castle-hill-nsw-2154-2019741445,
Price on Application,CASTLE HILL NSW 2154,Castle Hill,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/castle-hill-nsw-2154-2020062882,
Price on Application,CASTLE HILL NSW 2154,Castle Hill,3,2,1,Apartment / Unit / Flat,https://www.domain.com.au/castle-hill-nsw-2154-2020062849,
Price on Application,CASTLE HILL NSW 2154,Castle Hill,1,1,1,Apartment / Unit / Flat,https://www.domain.com.au/castle-hill-nsw-2154-2020062897,
Price on Application,CASTLE HILL NSW 2154,Castle Hill,3,2,1,Apartment / Unit / Flat,https://www.domain.com.au/castle-hill-nsw-2154-2020064903,
Price on Application,CASTLE HILL NSW 2154,Castle Hill,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/castle-hill-nsw-2154-2020064906,
Price on Application,CASTLE HILL NSW 2154,Castle Hill,3,2,1,Apartment / Unit / Flat,https://www.domain.com.au/castle-hill-nsw-2154-2020064907,
Price on Application,CASTLE HILL NSW 2154,Castle Hill,2,2,1,House,https://www.domain.com.au/castle-hill-nsw-2154-2019106446,
On-Site Auction - Contact Agent,"44 Middleton Avenue, CASTLE HILL NSW 2154",Castle Hill,4,3,2,House,https://www.domain.com.au/44-middleton-avenue-castle-hill-nsw-2154-2020111420,
Contact Agent!,CASTLE HILL NSW 2154,Castle Hill,3,2,1,New apartments / off the plan,https://www.domain.com.au/castle-hill-nsw-2154-2020110292,
Contact Agent!,CASTLE HILL NSW 2154,Castle Hill,2,2,1,New apartments / off the plan,https://www.domain.com.au/castle-hill-nsw-2154-2020110291,
Contact Agent!,CASTLE HILL NSW 2154,Castle Hill,2,2,1,New apartments / off the plan,https://www.domain.com.au/castle-hill-nsw-2154-2020110290,
THE BEST IN CASTLE HILL!! CONTACT 0475 105 157,CASTLE HILL NSW 2154,Castle Hill,2,2,1,New apartments / off the plan,https://www.domain.com.au/castle-hill-nsw-2154-2020109764,475105157.0
Just Listed,"50 Kerrs Road, CASTLE HILL NSW 2154",Castle Hill,4,2,2,House,https://www.domain.com.au/50-kerrs-road-castle-hill-nsw-2154-2020097619,
Contact Agent!!,CASTLE HILL NSW 2154,Castle Hill,1,1,1,New apartments / off the plan,https://www.domain.com.au/castle-hill-nsw-2154-2020085616,
Contact Agent!!,CASTLE HILL NSW 2154,Castle Hill,1,1,1,New apartments / off the plan,https://www.domain.com.au/castle-hill-nsw-2154-2020085548,
YOUR LEGACY OF LUXURY AWAITS IN CASTLE HILL !!,"507/27 Partridge Ave, CASTLE HILL NSW 2154",Castle Hill,2,2,2,New apartments / off the plan,https://www.domain.com.au/507-27-partridge-ave-castle-hill-nsw-2154-2020085493,
LUXURIOUS THREE BEDROOM PLUS STUDY IN CASTLE HILL,"209/27 Partridge Avenue, CASTLE HILL NSW 2154",Castle Hill,3,2,2,New apartments / off the plan,https://www.domain.com.au/209-27-partridge-avenue-castle-hill-nsw-2154-2020084031,
AUCTION,"21 Westminster Drive, CASTLE HILL NSW 2154",Castle Hill,4,3,2,House,https://www.domain.com.au/21-westminster-drive-castle-hill-nsw-2154-2020069618,
Auction,"48 Kathleen Avenue, CASTLE HILL NSW 2154",Castle Hill,4,2,2,House,https://www.domain.com.au/48-kathleen-avenue-castle-hill-nsw-2154-2020065627,
"Asking Price - $2,450,000","11 Rowallan Avenue, CASTLE HILL NSW 2154",Castle Hill,4,2,2,House,https://www.domain.com.au/11-rowallan-avenue-castle-hill-nsw-2154-2019990852,
"$1,795,000 - $1,895,000","37 Womurrung Avenue, CASTLE HILL NSW 2154",Castle Hill,0,0,0,Vacant land,https://www.domain.com.au/37-womurrung-avenue-castle-hill-nsw-2154-2019848648,1795000.0
"Price Guide $1,240,000 - $1,300,000","617/17 Partridge Avenue, CASTLE HILL NSW 2154",Castle Hill,3,2,2,Apartment / Unit / Flat,https://www.domain.com.au/617-17-partridge-avenue-castle-hill-nsw-2154-2020065390,1240000.0
Auction,"6 Lanark Court, CASTLE HILL NSW 2154",Castle Hill,5,3,3,House,https://www.domain.com.au/6-lanark-court-castle-hill-nsw-2154-2020065389,
Price On Request,"105 Excelsior Avenue, CASTLE HILL NSW 2154",Castle Hill,6,3,4,House,https://www.domain.com.au/105-excelsior-avenue-castle-hill-nsw-2154-2019973846,
"Asking Price $570,000 - Vendor Must Sell","607/9 Gay Street, CASTLE HILL NSW 2154",CASTLE HILL,1,1,1,Apartment / Unit / Flat,https://www.domain.com.au/607-9-gay-street-castle-hill-nsw-2154-2018664851,570000000.0
Contact Agent,"1903/9 Gay Street, CASTLE HILL NSW 2154",CASTLE HILL,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/1903-9-gay-street-castle-hill-nsw-2154-2019478790,
Contact Agent,CASTLE HILL NSW 2154,CASTLE HILL,2,2,1,New apartments / off the plan,https://www.domain.com.au/castle-hill-nsw-2154-2017989282,
Just 1% Deposit on exchange,CASTLE HILL NSW 2154,CASTLE HILL,3,2,1,Apartment / Unit / Flat,https://www.domain.com.au/castle-hill-nsw-2154-2019877613,1.0
Off the Plan Move in 2026,"3 Bedroom unit from Hills Showground Metro Station, CASTLE HILL NSW 2154",CASTLE HILL,3,2,1,New apartments / off the plan,https://www.domain.com.au/3-bedroom-unit-from-hills-showground-metro-station-castle-hill-nsw-2154-2019359427,2026000000.0
Off the Plan! Move in by 2026,"1 Bedroom Walking distance from Hills Showground Metro Station, CASTLE HILL NSW 2154",CASTLE HILL,1,1,1,New apartments / off the plan,https://www.domain.com.au/1-bedroom-walking-distance-from-hills-showground-metro-station-castle-hill-nsw-2154-2019359437,2026000000.0
